Monthly_Charges,Total_Charges,Senior_Citizen,Year,Month,Day,dow,Type_one year,Type_two year,Paperless_Billing_yes,Payment_Method_credit card,Payment_Method_electronic check,Payment_Method_mailed check,Gender_male,Partner_yes,Dependents_yes,Multiple_Lines_yes,Internet_Service_fiber optic,Internet_Service_no,Online_Security_yes,Online_Backup_yes,Device_Protection_yes,Tech_Support_yes,Streaming_TV_yes,Streaming_Movies_yes
-0.6067779900074179,-1.0765197380122784,-0.4067735777920483,1.3115534476084902,1.2885209125257435,0.0,0.35962203594052766,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.598788286059177,-1.0541339725780594,-0.4067735777920483,1.3115534476084902,1.5695245360760388,0.0,1.3559463240843324,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False
0.24822230315033833,0.1410866487389024,-0.4067735777920483,-0.2578866918786392,0.4455100418748579,0.0,-1.6330265403470818,True,False,True,False,True,False,True,True,False,True,False,False,False,False,True,False,True,True
-0.09917113692674637,-1.0841484066798055,-0.4067735777920483,1.3115534476084902,1.5695245360760388,0.0,1.3559463240843324,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False
0.3576750308458582,-0.6441451400910141,-0.4067735777920483,0.7884067344461138,1.5695245360760388,0.0,0.8577841800124301,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False
0.4449199587190987,0.23807078893016942,2.458370097261386,-0.2578866918786392,0.726513665425153,0.0,-0.13854010813137474,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False
-1.4395704833428948,-0.5273806540924157,-0.4067735777920483,-1.304180118203392,-0.6785044523263231,0.0,-1.1348643962751797,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0.3069143455377908,-0.8147897039736496,-0.4067735777920483,1.3115534476084902,-0.3975008287760278,0.0,-0.6367022522032771,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
0.33705350243945575,-1.0073406360791566,-0.4067735777920483,1.3115534476084902,1.0075172889754482,0.0,-1.1348643962751797,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False
-1.4316391262635093,-1.1016568265724906,-0.4067735777920483,1.3115534476084902,1.5695245360760388,0.0,1.3559463240843324,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-1.4157764121047383,-1.1014483930023395,-0.4067735777920483,1.3115534476084902,1.5695245360760388,0.0,1.3559463240843324,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False
1.096877510644586,-0.34454272635594596,2.458370097261386,0.7884067344461138,0.16450641832456264,0.0,1.3559463240843324,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,True,True
1.2634360093116814,-0.987268483273614,2.458370097261386,1.3115534476084902,1.0075172889754482,0.0,-1.1348643962751797,False,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,True
0.07055990457210345,0.26850209017221754,-0.4067735777920483,-0.2578866918786392,-1.5215153229772087,0.0,0.35962203594052766,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False
0.2751889172202488,-0.5161877713753064,-0.4067735777920483,0.7884067344461138,-0.11649720522573258,0.0,0.35962203594052766,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False
0.44333368730322165,-0.41094966180605913,-0.4067735777920483,0.7884067344461138,-1.2405116994269134,0.0,-0.13854010813137474,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False
1.0635658109111672,-0.7042990684365968,-0.4067735777920483,1.3115534476084902,-0.9595080758766182,0.0,0.35962203594052766,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,True,True
-0.19751996471112632,-0.8592277411298459,-0.4067735777920483,1.3115534476084902,-0.9595080758766182,0.0,0.35962203594052766,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
0.9255601977298593,0.5246461045307992,-0.4067735777920483,-0.2578866918786392,0.16450641832456264,0.0,0.35962203594052766,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,True,True
0.8510054411836359,-0.998794859702965,-0.4067735777920483,1.3115534476084902,1.2885209125257435,0.0,0.35962203594052766,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True
-1.412603869272984,-1.093882254405858,-0.4067735777920483,1.3115534476084902,1.2885209125257435,0.0,0.35962203594052766,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0.6384450714561045,0.5764835334273565,-0.4067735777920483,-0.2578866918786392,-1.2405116994269134,0.0,-1.6330265403470818,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True
-1.4237077691841238,-1.0073406360791566,-0.4067735777920483,1.3115534476084902,-0.9595080758766182,0.0,0.35962203594052766,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.6733430426054009,0.94197179868716,-0.4067735777920483,-0.7810334050410157,-0.11649720522573258,0.0,-1.6330265403470818,False,False,True,False,True,False,True,False,False,True,True,False,True,True,False,False,False,False
0.2910516313790198,-0.9993993170564031,-0.4067735777920483,1.3115534476084902,0.726513665425153,0.0,1.3559463240843324,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False
0.7716918703897809,-0.7502169839408653,-0.4067735777920483,1.3115534476084902,-0.9595080758766182,0.0,0.35962203594052766,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True
-1.4332253976793863,-0.8848859136154357,-0.4067735777920483,0.26526002128373727,0.726513665425153,0.0,0.35962203594052766,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False
-1.4316391262635093,-1.1016568265724906,2.458370097261386,1.3115534476084902,1.5695245360760388,0.0,1.3559463240843324,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
0.5702354005733895,-0.2625032731445067,-0.4067735777920483,0.7884067344461138,-1.2405116994269134,0.0,-0.13854010813137474,True,False,False,False,False,False,False,True,True,True,True,False,False,True,True,False,False,False
-0.3244216779812942,-0.3112975719168592,-0.4067735777920483,0.26526002128373727,-0.9595080758766182,0.0,-0.6367022522032771,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False
-1.3015648701615872,-0.5254630652470265,-0.4067735777920483,-0.7810334050410157,-0.11649720522573258,0.0,-1.6330265403470818,False,True,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False
-0.1451730079871821,-0.6279706950472954,-0.4067735777920483,0.7884067344461138,0.4455100418748579,0.0,-0.6367022522032771,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False
0.12449313271192446,-1.0812094933406762,-0.4067735777920483,1.3115534476084902,1.5695245360760388,0.0,1.3559463240843324,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False
0.2910516313790198,-0.9993993170564031,-0.4067735777920483,1.3115534476084902,0.726513665425153,0.0,1.3559463240843324,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False
-1.4379842119270174,-0.5349051059748675,-0.4067735777920483,-1.304180118203392,-0.9595080758766182,0.0,0.8577841800124301,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
-0.5211193335500546,-1.0350414575522264,2.458370097261386,1.3115534476084902,1.0075172889754482,0.0,-1.1348643962751797,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
0.1435283897024499,-1.080959373056495,-0.4067735777920483,1.3115534476084902,1.5695245360760388,0.0,1.3559463240843324,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0.2720163743884948,-0.7467569866763584,-0.4067735777920483,1.3115534476084902,-1.5215153229772087,0.0,-1.1348643962751797,False,False,True,True,False,False,True,False,True,True,True,False,False,False,False,False,False,False
1.399855351077112,1.2792173151915014,-0.4067735777920483,-0.7810334050410157,1.0075172889754482,0.0,-0.13854010813137474,False,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,True,True
0.7716918703897809,-0.8710250812003931,-0.4067735777920483,1.3115534476084902,0.16450641832456264,0.0,-1.6330265403470818,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True
0.31801824544893076,0.6828471842754191,-0.4067735777920483,-0.7810334050410157,-0.6785044523263231,0.0,-0.6367022522032771,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True
1.271367366391067,0.9732785209238425,-0.4067735777920483,-0.2578866918786392,-1.2405116994269134,0.0,-1.6330265403470818,False,False,True,True,False,False,False,True,True,True,True,False,True,True,False,False,True,True
1.3205417802832569,1.1822540183572496,-0.4067735777920483,-0.7810334050410157,1.2885209125257435,0.0,1.3559463240843324,True,False,True,False,False,False,True,True,False,True,True,False,False,True,True,False,True,True
1.306265337540363,0.35766997148282154,2.458370097261386,0.26526002128373727,-0.3975008287760278,0.0,-1.6330265403470818,False,False,False,False,False,False,True,True,False,True,True,False,False,True,True,False,True,True
0.45602385863023814,-1.0768532317245199,-0.4067735777920483,1.3115534476084902,1.5695245360760388,0.0,1.3559463240843324,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
-1.4268803120158777,-1.0512575893099754,-0.4067735777920483,1.3115534476084902,-0.11649720522573258,0.0,0.8577841800124301,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.9271464691457367,-0.7526556567116321,-0.4067735777920483,1.3115534476084902,-0.6785044523263231,0.0,-1.6330265403470818,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True
1.0746697108223067,0.3055824223020831,2.458370097261386,0.26526002128373727,-1.2405116994269134,0.0,-0.6367022522032771,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,True
0.29263790279489726,-0.8899508493701053,2.458370097261386,1.3115534476084902,-0.11649720522573258,0.0,0.8577841800124301,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False
0.2973967170425283,0.6372627624833922,-0.4067735777920483,-0.7810334050410157,0.4455100418748579,0.0,0.8577841800124301,False,True,True,False,False,False,True,True,False,False,False,False,True,True,False,False,True,True
-1.4506743832540343,-1.041086031086606,-0.4067735777920483,1.3115534476084902,0.16450641832456264,0.0,-1.6330265403470818,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
0.5543726864146186,-0.6160274514776423,-0.4067735777920483,0.7884067344461138,1.5695245360760388,0.0,0.8577841800124301,False,False,True,False,True,False,True,True,False,True,True,False,False,True,True,False,False,False
1.093704967812832,1.883612138558398,2.458370097261386,-1.304180118203392,-0.9595080758766182,0.0,0.8577841800124301,True,False,True,True,False,False,False,False,False,True,True,False,True,True,False,True,True,False
1.0746697108223067,0.3055824223020831,2.458370097261386,0.26526002128373727,-1.2405116994269134,0.0,-0.6367022522032771,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,True
0.28629281713138877,-1.051611926379232,2.458370097261386,1.3115534476084902,1.5695245360760388,0.0,1.3559463240843324,False,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False
-1.265080627596414,-0.9204863673972289,-0.4067735777920483,0.7884067344461138,0.4455100418748579,0.0,-0.6367022522032771,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False
0.3100868883695453,-0.3450846536383386,-0.4067735777920483,0.26526002128373727,1.2885209125257435,0.0,-0.6367022522032771,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
-0.0024085805582434437,-0.0319965879144999,-0.4067735777920483,-0.2578866918786392,1.0075172889754482,0.0,0.8577841800124301,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
0.4956806440271656,-0.9714275319421369,-0.4067735777920483,1.3115534476084902,0.726513665425153,0.0,1.3559463240843324,False,False,False,True,False,False,True,False,True,True,True,False,False,False,False,True,False,False
-1.4395704833428948,-0.8696285762803814,-0.4067735777920483,0.26526002128373727,0.4455100418748579,0.0,-1.1348643962751797,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False
0.2751889172202488,-0.5161877713753064,-0.4067735777920483,0.7884067344461138,-0.11649720522573258,0.0,0.35962203594052766,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False
-1.2761845275075534,-0.6239896138574109,-0.4067735777920483,-0.2578866918786392,-0.6785044523263231,0.0,0.35962203594052766,True,False,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False
1.306265337540363,0.35766997148282154,2.458370097261386,0.26526002128373727,-0.3975008287760278,0.0,-1.6330265403470818,False,False,False,False,False,False,True,True,False,True,True,False,False,True,True,False,True,True
-1.4363979405111404,-1.101719356643536,-0.4067735777920483,1.3115534476084902,1.5695245360760388,0.0,1.3559463240843324,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0.9001798550758258,-1.0710170917602915,2.458370097261386,1.3115534476084902,1.5695245360760388,0.0,1.3559463240843324,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,True
0.03883447625456148,-0.5739030269501223,2.458370097261386,0.7884067344461138,0.16450641832456264,0.0,1.3559463240843324,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False
0.9493542689680158,-1.0348747106961056,2.458370097261386,1.3115534476084902,1.2885209125257435,0.0,0.35962203594052766,False,False,True,True,False,False,True,False,False,False,True,False,False,True,True,True,False,True
0.8097623843708314,-1.0109465368427692,-0.4067735777920483,1.3115534476084902,1.2885209125257435,0.0,0.35962203594052766,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True
1.141293110289145,-0.7586377001749662,-0.4067735777920483,1.3115534476084902,-0.3975008287760278,0.0,-0.6367022522032771,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True
